,Date,Denomination,Mint,Obverse,Reverse,Obverse_URL,Reverse_URL
2576,AD 71,Sestertius,Rome,"IMP CAESAR VESPASIANVS AVG P M T P P P COS III: Head of Vespasian, laureate, right","VICTORIA AVGVSTI S C: Vespasian, in military dress, holding vertical spear in left hand and holding out right hand to receive a palladium which Victory, draped and holding palm, advancing right, offers him in her right hand",http://ww2.smb.museum/mk_edit/images/n26/26646/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26646/rs_thumb.jpg
2588,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","CAES AVG F DES IMP AVG F COS DES IT S C: Titus and Domitian, standing left and right, both holding spears; Titus also holding parazonium and Domitian holding roll",http://www.britishmuseum.org/collectionimages/AN00637/AN00637959_001_l.jpg,http://www.britishmuseum.org/collectionimages/AN00637/AN00637664_001_l.jpg
2589,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Bust of Vespasian, laureate, draped on left shoulder, right","CAES AVG F DES IMP AVG F COS DES IT S C: Titus and Domitian, standing left and right, both holding spears; Titus also holding parazonium and Domitian holding roll",http://ww2.smb.museum/mk_edit/images/n23/23351/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n23/23351/rs_thumb.jpg
2590,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","CAESAR AVG F DES IMP AVG F COS DES II S C: Titus and Domitian, standing left and right, both holding spears; Titus also holding parazonium and Domitian holding roll",http://ww2.smb.museum/mk_edit/images/n23/23358/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n23/23358/rs_thumb.jpg
2594,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","CAESAR AVG F DES IMP AVG DES IT S C: Titus and Domitian, standing left and right, both holding spears; Titus also holding parazonium and Domitian holding roll",http://ww2.smb.museum/mk_edit/images/n23/23354/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n23/23354/rs_thumb.jpg
2604,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","IVDAEA CAPTA S C: Judaea, veiled, draped, seated right under palm-tree, in attitude of mourning: behind palm-tree; captive standing right with hands tied behind his back: to left of Captive, two round and one oval shields, helmet, and two spears","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128021/record_DE-MUS-062622_kenom_128021_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128021/record_DE-MUS-062622_kenom_128021_rs.jpg/full/120,/0/default.jpg"
2606,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","IVDEA CAPTA S C: Judaea, veiled, draped, seated right under palm-tree, in attitude of mourning: behind palm-tree; captive standing right with hands tied behind his back: to left of Captive, two round and one oval shields, helmet, and two spears",http://numismatics.org/collectionimages/19001949/1944/1944.100.41594.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41594.rev.width175.jpg
2610,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","IVDAEA CAPTA S C: Judaea, veiled, draped, seated left on cuirass under palm-tree, in attitude of mourning; behind palm-tree, captive standing left; various arms around",http://ww2.smb.museum/mk_edit/images/n26/26255/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26255/rs_thumb.jpg
2612,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","IVDAEA CAPTA S C: Vespasian, in military dress, standing right, holding spear and parazonium, foot on helmet; Judaea, right, seated right, under palm-tree","http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_183464/record_DE-MUS-099114_kenom_183464_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_183464/record_DE-MUS-099114_kenom_183464_rs.jpg/full/120,/0/default.jpg"
2613,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","IVDEA CAPTA S C: Vespasian, in military dress, standing right, holding spear and parazonium, foot on helmet; Judaea, right, seated right, under palm-tree",http://ww2.smb.museum/mk_edit/images/n26/26295/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26295/rs_thumb.jpg
2618,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","LIBERTAS PVBLICA S C: Libertas standing left, holding pileus and rod",http://www.britishmuseum.org/collectionimages/AN00637/AN00637975_001_l.jpg,http://www.britishmuseum.org/collectionimages/AN00637/AN00637681_001_l.jpg
2620,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","MARS VICTOR S C: Mars, in military dress, advancing left, holding Victory and trophy",http://www.britishmuseum.org/collectionimages/AN00637/AN00637979_001_l.jpg,http://www.britishmuseum.org/collectionimages/AN00637/AN00637685_001_l.jpg
2623,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, left","MARS VICTOR S C: Mars, naked, standing front, head right, holding spear and trophy; altar to left",http://ww2.smb.museum/mk_edit/images/n26/26456/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26456/rs_thumb.jpg
2624,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","PAX AVG S C: Pax standing right, setting fire to arms; Column surmounted by Minerva, left, lance and shield resting against it; lighted altar, right",http://ww2.smb.museum/mk_edit/images/n26/26457/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26457/rs_thumb.jpg
2626,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","PAX AVGVSTI S C: Pax standing left, holding branch and cornucopiae",http://ww2.smb.museum/mk_edit/images/n3/3281/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n3/3281/rs_thumb.jpg
2631,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","PAX AVGVSTI S C: Pax seated left, holding branch and sceptre",http://ww2.smb.museum/mk_edit/images/n26/26464/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26464/rs_thumb.jpg
2635,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","ROMA S C: Roma, helmeted, in military dress, standing right, holding Victory on extended right hand and vertical spear in left","http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_183467/record_DE-MUS-099114_kenom_183467_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_183467/record_DE-MUS-099114_kenom_183467_rs.jpg/full/120,/0/default.jpg"
2638,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right",ROMA S C: Roma seated right on the seven hills; wolf and twins to left; Tiber River to right,http://ww2.smb.museum/mk_edit/images/n26/26470/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26470/rs_thumb.jpg
2639,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","ROMA RESVRGES S C: Vespasian standing left, gesturing Roma (city) to raise; Roma (goddess) standing right",http://ww2.smb.museum/mk_edit/images/n26/26483/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26483/rs_thumb.jpg
2640,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Bust of Vespasian, laureate, draped on left shoulder, right","ROMA RESVRGES S C: Vespasian standing left, gesturing Roma (city) to raise; Roma (goddess) standing right",http://ww2.smb.museum/mk_edit/images/n26/26481/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26481/rs_thumb.jpg
2641,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","ROMA VICTRIX S C: Roma standing right, foot on cuirass, holding spear and parazonium",http://ww2.smb.museum/mk_edit/images/n26/26488/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26488/rs_thumb.jpg
2642,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","SALVS AVGVSTA S C: Salus seated left, holding patera and sceptre",http://ww2.smb.museum/mk_edit/images/n26/26496/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26496/rs_thumb.jpg
2644,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","S C: Mars advancing right, holding spear and trophy",http://ww2.smb.museum/mk_edit/images/n26/26503/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26503/rs_thumb.jpg
2647,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Bust of Vespasian, laureate, draped on left shoulder, right","S C: Mars advancing right, holding spear and trophy",http://ww2.smb.museum/mk_edit/images/n26/26505/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26505/rs_thumb.jpg
2648,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, left","S C: Mars advancing right, holding spear and trophy",http://ww2.smb.museum/mk_edit/images/n26/26506/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26506/rs_thumb.jpg
2651,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","SPES AVGVSTA S C: Spes standing left, handing flower to three Roman soldiers",http://ww2.smb.museum/mk_edit/images/n26/26542/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26542/rs_thumb.jpg
2654,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right",S P Q R ADSERTORI LIBERTATIS PVBLICAE: Legend in four lines in oak-wreath,http://www.ikmk.at/edit/images/n58/58587/vs_thumb.jpg,http://www.ikmk.at/edit/images/n58/58587/rs_thumb.jpg
2655,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, left",S P Q R ADSERTORI LIBERTATIS PVBLICAE: Legend in four lines in oak-wreath,http://www.ikmk.at/edit/images/n119/119393/vs_thumb.jpg,http://www.ikmk.at/edit/images/n119/119393/rs_thumb.jpg
2656,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right",S P Q R OB CIVES SERVATOS: Legend in four lines in oak-wreath,"http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128026/record_DE-MUS-062622_kenom_128026_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128026/record_DE-MUS-062622_kenom_128026_rs.jpg/full/120,/0/default.jpg"
2657,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","VICTORIA AVG S C: Vespasian standing left, sacrificing over altar, being crowned my Victory, right; triumphal arch behind",http://ww2.smb.museum/mk_edit/images/n26/26644/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26644/rs_thumb.jpg
2658,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","VICTORIA AVG S C: Victory standing right, resting left foot on helmet, inscribing OB CIV SERV on shield attached to palm-tree","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128027/record_DE-MUS-062622_kenom_128027_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128027/record_DE-MUS-062622_kenom_128027_rs.jpg/full/120,/0/default.jpg"
2661,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","VICTORIA AVGVSTI S C: Victory standing right, resting left foot on helmet, inscribing OB CIVES SERV on shield attached to palm-tree",http://ww2.smb.museum/mk_edit/images/n26/26650/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26650/rs_thumb.jpg
2662,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","VICTORIA AVGVSTI S C: Victory standing right, resting left foot on helmet, inscribing OB CIVES SERV on shield attached to palm-tree",http://ww2.smb.museum/mk_edit/images/n26/26653/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26653/rs_thumb.jpg
2665,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, left","AVGVSTI VICTORIA S C: Victory standing right, resting left foot on helmet, inscribing OB CIVES SERV on shield attached to palm-tree",http://ww2.smb.museum/mk_edit/images/n26/26661/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26661/rs_thumb.jpg
2666,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, right","VICTORIA AVGVSTI S C: Victory standing right, resting left foot on helmet, inscribing OB CIV SERV on shield attached to palm-tree; Judaea seated right","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128028/record_DE-MUS-062622_kenom_128028_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128028/record_DE-MUS-062622_kenom_128028_rs.jpg/full/120,/0/default.jpg"
2667,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Bust of Vespasian, laureate, draped on left shoulder, right","VICTORIA AVGVSTI S C: Victory standing right, resting left foot on helmet, inscribing OB CIV SERV on shield attached to palm-tree; Judaea seated right",http://www.ikmk.at/edit/images/n58/58595/vs_thumb.jpg,http://www.ikmk.at/edit/images/n58/58595/rs_thumb.jpg
2671,AD 71,Sestertius,Rome,"IMP CAES VESPASIAN AVG P M TR P P P COS III: Head of Vespasian, laureate, left","VICTORIA AVGVSTI S C: Victory standing right, resting left foot on helmet, inscribing OB CIV SERV on shield attached to palm-tree; Judaea seated left",http://ww2.smb.museum/mk_edit/images/n26/26680/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26680/rs_thumb.jpg
2672,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","AEQVITAS AVGVSTI S C: Aequitas standing left, holding scales and cornucopiae",http://ww2.smb.museum/mk_edit/images/n23/23349/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n23/23349/rs_thumb.jpg
2673,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","CONCOR AVG S C: Concordia seated right, holding patera over altar and cornucopiae",http://ww2.smb.museum/mk_edit/images/n23/23359/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n23/23359/rs_thumb.jpg
2675,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","FORTVNAE REDVCI S C: Fortuna standing left, holding branch and rudder on globe and cornucopiae",http://ww2.smb.museum/mk_edit/images/n23/23362/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n23/23362/rs_thumb.jpg
2676,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","FORTVNAE REDVCI S C: Fortuna standing left, holding branch and rudder on globe and cornucopiae","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128029/record_DE-MUS-062622_kenom_128029_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128029/record_DE-MUS-062622_kenom_128029_rs.jpg/full/120,/0/default.jpg"
2677,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","HONOS ET VIRTVS S C: Honos standing right, holding sceptre and cornucopiae; Virtus standing left, holding spear and parazonium",http://ww2.smb.museum/mk_edit/images/n23/23412/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n23/23412/rs_thumb.jpg
2678,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","IVDAEA CAPTA S C: Judaea, veiled, draped, seated right on cuirass under palm-tree, in attitude of mourning; behind palm-tree, captive standing left; various arms around",http://www.ikmk.at/edit/images/n58/58511/vs_thumb.jpg,http://www.ikmk.at/edit/images/n58/58511/rs_thumb.jpg
2679,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","IVDAEA CAPTA S C: Judaea, veiled, draped, seated right on cuirass under palm-tree, in attitude of mourning; behind palm-tree, captive standing left, looking back; various arms around",http://ww2.smb.museum/mk_edit/images/n26/26246/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26246/rs_thumb.jpg
2683,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","MARS VICTOR S C: Mars, in military dress, advancing left, holding Victory and trophy",http://ww2.smb.museum/mk_edit/images/n26/26454/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26454/rs_thumb.jpg
2684,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","MARS VICTOR S C: Mars, in military dress, advancing left, holding Victory and trophy",http://ww2.smb.museum/mk_edit/images/n26/26455/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26455/rs_thumb.jpg
2685,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","PAX AVG S C: Pax standing right, setting fire to arms; Column surmounted by Minerva, left, lance and shield resting against it; lighted altar, right",http://numismatics.org/collectionimages/19001949/1947/1947.2.431.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.2.431.rev.width175.jpg
2686,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","PAX AVGVSTI S C: Pax standing right, setting fire to arms; Column surmounted by Minerva, left, lance and shield resting against it; lighted altar, right",http://ww2.smb.museum/mk_edit/images/n26/26463/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26463/rs_thumb.jpg
2688,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","PAX AVGVSTI S C: Pax standing left, holding branch and cornucopiae","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184599/record_DE-MUS-062622_kenom_184599_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184599/record_DE-MUS-062622_kenom_184599_rs.jpg/full/120,/0/default.jpg"
2689,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","ROMA S C: Roma standing left, holding Victory and spear","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128030/record_DE-MUS-062622_kenom_128030_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128030/record_DE-MUS-062622_kenom_128030_rs.jpg/full/120,/0/default.jpg"
2690,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","SALVS AVGVSTA S C: Salus, draped, seated left, holding patera in extended right hand and vertical sceptre in left","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_161863/record_DE-MUS-062622_kenom_161863_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_161863/record_DE-MUS-062622_kenom_161863_rs.jpg/full/120,/0/default.jpg"
2691,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","SALVS AVGVSTI S C: Salus seated left, holding patera and sceptre",http://ww2.smb.museum/mk_edit/images/n26/26499/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26499/rs_thumb.jpg
2692,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right","S C: Mars advancing right, holding spear and trophy","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128032/record_DE-MUS-062622_kenom_128032_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128032/record_DE-MUS-062622_kenom_128032_rs.jpg/full/120,/0/default.jpg"
2699,AD 71,Sestertius,Rome,"IMP CAES VESPAS AVG P M TR P P P COS III: Head of Vespasian, laureate, right",S P Q R OB CIVES SERVATOS: Legend in four lines in oak-wreath,http://ww2.smb.museum/mk_edit/images/n26/26546/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n26/26546/rs_thumb.jpg
2702,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","AEQVITAS AVGVSTI S C: Aequitas standing left, holding scales and rod","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128035/record_DE-MUS-062622_kenom_128035_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128035/record_DE-MUS-062622_kenom_128035_rs.jpg/full/120,/0/default.jpg"
2704,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","CERES AVG S C: Ceres seated left, holding corn-ears and caduceus",http://ww2.smb.museum/mk_edit/images/n29/29298/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29298/rs_thumb.jpg
2706,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","CERES AVGVSTA S C: Ceres seated left, holding corn-ears and torch","http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_183425/record_DE-MUS-099114_kenom_183425_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-099114_kenom_183425/record_DE-MUS-099114_kenom_183425_rs.jpg/full/120,/0/default.jpg"
2709,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","CONCORDIA AVG S C: Concordia seated left, holding patera over altar and cornucopiae",http://ww2.smb.museum/mk_edit/images/n29/29310/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29310/rs_thumb.jpg
2710,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","CONCORDIA AVGVSTI S C: Concordia seated left, holding patera over altar and cornucopiae","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128033/record_DE-MUS-062622_kenom_128033_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128033/record_DE-MUS-062622_kenom_128033_rs.jpg/full/120,/0/default.jpg"
2711,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","CONCORDIA AVGVSTI S C: Concordia, seated left, holding patera and cornucopiae",http://ww2.smb.museum/mk_edit/images/n29/29317/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29317/rs_thumb.jpg
2712,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","CONCORDIA AVGVSTI S C: Concordia, seated left, holding patera and cornucopiae",http://ww2.smb.museum/mk_edit/images/n29/29319/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29319/rs_thumb.jpg
2715,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","FORTVNAE REDVCI S C: Fortuna standing left, holding branch and rudder on globe and cornucopiae","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_161864/record_DE-MUS-062622_kenom_161864_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_161864/record_DE-MUS-062622_kenom_161864_rs.jpg/full/120,/0/default.jpg"
2717,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","LIBERTAS PVBLICA S C: Libertas standing left, holding pileus and rod",http://nrs.harvard.edu/urn-3:HUAM:COIN15957_dynmc?width=240,http://www.britishmuseum.org/collectionimages/AN00637/AN00637734_001_l.jpg
2719,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","PAX AVGVSTI S C: Pax seated left, holding corn-ears and caduceus",http://numismatics.org/collectionimages/19001949/1944/1944.100.41619.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41619.rev.width175.jpg
2722,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","ROMA S C: Roma seated left on cuirass, holding wreath and parazonium; shields behind",http://ww2.smb.museum/mk_edit/images/n29/29562/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29562/rs_thumb.jpg
2724,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","ROMA S C: Roma seated left on cuirass, holding wreath and parazonium; shields behind","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184601/record_DE-MUS-062622_kenom_184601_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_184601/record_DE-MUS-062622_kenom_184601_rs.jpg/full/120,/0/default.jpg"
2727,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","TVTELA AVGVSTI S C: Tutela seated left, with child at each side",http://ww2.smb.museum/mk_edit/images/n29/29618/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29618/rs_thumb.jpg
2730,AD 71,Dupondius,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, radiate, right","VICTORIA NAVALIS S C: Victory standing right on prow, holding wreath and palm",http://ww2.smb.museum/mk_edit/images/n29/29905/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29905/rs_thumb.jpg
2731,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","AEQVITAS AVGVSTI S C: Aequitas, draped. standing left, holding scales in right hand and long vertical rod in left",http://ww2.smb.museum/mk_edit/images/n29/29290/vs_thumb.jpg,http://ww2.smb.museum/mk_edit/images/n29/29290/rs_thumb.jpg
2732,AD 71,As,Rome,"IMP CAES VESPASIAN AVG COS III: Head of Vespasian, laureate, right","AEQVITAS AVGVSTI S C: Aequitas, draped. standing left, holding scales in right hand and long vertical rod in left","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128040/record_DE-MUS-062622_kenom_128040_vs.jpg/full/120,/0/default.jpg","http://www.kenom.de/iiif/image/record_DE-MUS-062622_kenom_128040/record_DE-MUS-062622_kenom_128040_rs.jpg/full/120,/0/default.jpg"
